transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
YEVBYMV9NR0CIN,2025-05-31,Uber,travel,61.22,USD,cash,1351060011876,5248908086178,debit
I1IMAUQ03ZX79H,2025-02-13,Walmart,groceries,37.44,USD,netbanking,1351060011876,6211261789549,debit
3SNMAHSWTK6C47,2024-09-09,Costco,groceries,20.47,USD,cash,1351060011876,6751175740601,debit
4X8BDTGIEWIBL9,2025-06-26,Amazon,online_shopping,43.44,USD,apple pay,1351060011876,2487978696940,debit
RG8A1XKQE0AJUJ,2024-09-07,Lyft,travel,75.67,USD,netbanking,1351060011876,1989241475717,debit
LR6IMZ9GN3HFJQ,2024-09-06,Greyhound,travel,87.74,USD,cash,1351060011876,9398149586212,debit
ZJKELG7E7MAVDY,2024-07-03,AT&T,utilities,87.36,USD,card,1351060011876,4599112762851,debit
EH5K24UDUMI80R,2024-12-02,Gift,misc,61.92,USD,netbanking,1351060011876,4740784425932,credit
0DLYATRYSHYO3R,2025-06-08,T. Rowe Price,funds,1081.76,USD,netbanking,1351060011876,7912543578473,credit
F7AUIVLGNZ3UXK,2024-08-19,Lyft,travel,12.49,USD,card,1351060011876,6436960604741,debit
3API65S3YI92B4,2025-06-22,Amazon,online_shopping,55.58,USD,paypal,1351060011876,9052200012749,debit
OOYPYP2A22MAMM,2024-07-31,Whole Foods,groceries,35.78,USD,cash,1351060011876,2329995773344,debit
OGI4VBB7YKRHJO,2025-01-14,AMC Theatres,others,77.24,USD,card,1351060011876,7831887187814,debit
TJX39AEC8Z311N,2025-05-20,Whole Foods,groceries,82.01,USD,paypal,1351060011876,0735288044343,debit
MS0N15M2OAVR4I,2025-02-19,AT&T,utilities,84.22,USD,cash,1351060011876,3040224510506,debit
AFUVTIDQ0EZL5I,2025-02-20,Starbucks,others,84.04,USD,apple pay,1351060011876,8906230145036,debit
X8W2DUCU79DQU9,2024-10-13,Comcast,utilities,1.57,USD,card,1351060011876,7959433738666,debit
FOKO6QI1JS9B8U,2025-02-16,Etsy,online_shopping,54.87,USD,apple pay,1351060011876,6112595890286,debit
GFCEIIH9X0JE96,2025-03-07,AMC Theatres,others,3.65,USD,card,1351060011876,0739781173747,debit
W912TY57WIOQ30,2024-08-02,Gift,misc,60.86,USD,apple pay,1351060011876,4152073655234,credit
FU8UUIO0SKMF4J,2025-06-07,AMC Theatres,others,33.4,USD,netbanking,1351060011876,8820796869379,debit
4Y40MLMQJU6QB6,2025-04-01,Freelance Payment,job,533.93,USD,netbanking,1351060011876,8358527726688,credit
VWGVIN1LAMHDUL,2025-01-14,Robinhood,stocks,463.21,USD,netbanking,1351060011876,3003308686478,credit
XIL4EUK9PGOUGM,2025-01-24,Costco,groceries,32.2,USD,netbanking,1351060011876,7901545712500,debit
8G6HN8WL8F563O,2024-09-22,Uber,travel,49.3,USD,paypal,1351060011876,0145606255423,debit
GTEVRC3MCH6LUZ,2024-12-09,AMC Theatres,others,83.29,USD,apple pay,1351060011876,7085794477888,debit
V0IFS40UN2CCLS,2025-02-24,Refund,misc,98.02,USD,netbanking,1351060011876,6795832449073,credit
DBT09Z0BVI5MGM,2025-03-20,Walmart,groceries,75.78,USD,cash,1351060011876,8086323949636,debit
2UYGXM7JBQ6DYA,2025-01-28,Costco,groceries,60.44,USD,cash,1351060011876,2910858035499,debit
NKTRSX9Y4KGSS2,2025-05-24,Costco,groceries,35.51,USD,apple pay,1351060011876,3347831562221,debit
P4V35UEII14J1G,2025-03-13,Comcast,utilities,6.03,USD,paypal,1351060011876,0616499902955,debit
SK3OTKKH9H72AK,2025-04-16,Uber,travel,90.79,USD,card,1351060011876,6111587501475,debit
XJEHXSU0J3J212,2025-03-02,Netflix,others,96.33,USD,card,1351060011876,5199661265784,debit
PL2XIKMR3M4DQ1,2025-04-02,Costco,groceries,9.42,USD,cash,1351060011876,4309805112825,debit
