transaction_id,date,merchant,category,amount,currency,payment_mode,receiver_acc_no,sender_acc_no,type
JQSJMNIU79QR42,2024-10-01,Spencers,groceries,1776.06,INR,netbanking,1478276631136,3370456040416,debit
GT7JBSPBCAPNMO,2024-12-12,D-Mart,groceries,2682.31,INR,UPI,1478276631136,4787777968950,debit
3KBREY8XJWDRXH,2024-08-07,Barista,others,193.35,INR,netbanking,1478276631136,7888280281066,debit
6XJJJVBBEBA39C,2025-01-02,Freelance Payment,job,16104.37,INR,netbanking,1478276631136,0074502353031,credit
2JGCHZCQG1XG4U,2024-11-11,Cashback,misc,2695.6,INR,UPI,1478276631136,2421014800364,credit
EX7TGIILSS8ONY,2024-11-30,IRCTC,travel,3869.06,INR,UPI,1478276631136,6561530504324,debit
O0ZPK40NB75IZJ,2025-06-02,Freelance Payment,job,28557.5,INR,netbanking,1478276631136,5438835758703,credit
9OA7KZEG6DJGC5,2024-11-04,Freelance Payment,job,10929.63,INR,netbanking,1478276631136,7512141453418,credit
RTL15SJJ1W5F0I,2024-12-29,Cashback,misc,4333.85,INR,netbanking,1478276631136,4848777919505,credit
IECXRJ6GDDV88Y,2025-04-14,Mobile Recharge,utilities,2416.54,INR,card,1478276631136,1137568341476,debit
HBX1GDXZK8NU23,2025-03-02,INOX,others,91.08,INR,UPI,1478276631136,9878989722345,debit
XQ8XDMUWTRVXUG,2025-04-04,Electricity Bill,utilities,1769.86,INR,UPI,1478276631136,0731585474169,debit
G4DP1GZFC2RAF4,2025-01-28,Amazon India,online_shopping,2346.17,INR,cash,1478276631136,1796128179997,debit
P1DG4DEWFC7BY8,2025-05-20,Water Bill,utilities,4686.2,INR,netbanking,1478276631136,7865781515475,debit
ALPMUOK38JY26A,2025-05-03,Internship Stipend,job,9049.87,INR,netbanking,1478276631136,2940069524800,credit
UR5LH16POSVLA3,2024-09-20,IRCTC,travel,879.86,INR,cash,1478276631136,6696780028770,debit
HPOCP63HIPMVS0,2025-06-28,Petrol Bunk,utilities,1462.97,INR,netbanking,1478276631136,8589352594109,debit
CZRLMTF8KZOEF9,2024-11-27,Mobile Recharge,utilities,4357.3,INR,cash,1478276631136,3311263584176,debit
V0ALTNKBDA5R8P,2025-01-23,Water Bill,utilities,2457.85,INR,netbanking,1478276631136,2277476477433,debit
G0GM946B242ZNF,2024-10-04,Petrol Bunk,utilities,336.14,INR,UPI,1478276631136,2833922346334,debit
NVH7VLLMVGPIOU,2024-10-16,Uber,travel,965.15,INR,netbanking,1478276631136,6170696780909,debit
O3MXQL90KE9RAQ,2025-02-24,Swiggy,others,1990.04,INR,cash,1478276631136,2141948528397,debit
UM4IG27HOBEI4P,2024-11-27,Freelance Payment,job,25890.74,INR,netbanking,1478276631136,0665488884544,credit
HBUKC6V2Q8K71D,2024-09-29,Mobile Recharge,utilities,2818.07,INR,card,1478276631136,2722675361737,debit
9YX1V4W1IE88M2,2024-09-24,Mobile Recharge,utilities,561.64,INR,UPI,1478276631136,2566126529234,debit
W2INQEW4848FLF,2025-02-21,D-Mart,groceries,2153.41,INR,UPI,1478276631136,6962298885713,debit
3CI296RJ4R8MQ2,2024-10-20,SBI Mutual,funds,8715.84,INR,netbanking,1478276631136,7382070855633,credit
JF30NO6HQJKA9N,2025-06-11,D-Mart,groceries,2631.23,INR,cash,1478276631136,5093358134597,debit
INORVDLWM95VNX,2025-04-05,Mobile Recharge,utilities,3262.38,INR,UPI,1478276631136,1933333996240,debit
DT35X0EP70NI38,2024-12-08,IRCTC,travel,3363.49,INR,UPI,1478276631136,4527689790290,debit
AVVQ8JXUDRLFPR,2024-08-06,SBI Mutual,funds,3695.09,INR,netbanking,1478276631136,2186019643353,credit
VTIETZ4CY7R6EC,2025-01-10,Electricity Bill,utilities,1597.86,INR,UPI,1478276631136,7955731021115,debit
F3XKNXBFH41JIQ,2025-05-31,MakeMyTrip,travel,265.95,INR,netbanking,1478276631136,7940991320389,debit
MPZ6K349WLDSEM,2024-11-14,Electricity Bill,utilities,2278.52,INR,cash,1478276631136,3241378196029,debit
